"","Predator","Prey"
"1741","Sebastes pinniger","Merluccius productus"
"1742","Sebastes pinniger","Sebastes jordani"
"1743","Sebastes pinniger","Ammodytes hexapterus"
"1744","Sebastes pinniger","Lyopsetta exilis"
"1745","Sebastes pinniger","Glyptocephalus zachirus"
"1746","Sebastes pinniger","Calanus"
"1747","Sebastes pinniger","Mysida"
"1748","Sebastes pinniger","Gammaridea"
"1749","Sebastes pinniger","Hyperiidea"
"1750","Sebastes pinniger","Euphausia"
"1751","Sebastes pinniger","Thysanoessa spinifera"
"1752","Sebastes pinniger","Pandalidae"
"1753","Sebastes pinniger","Crangonidae"
"1754","Sebastes pinniger","Cancer"
"1755","Sebastes pinniger","Pinnotheridae"
"1756","Sebastes polyspinis","Ophiuroidea"
"1757","Sebastes polyspinis","Chaetognatha"
"1758","Sebastes polyspinis","Sebastes polyspinis"
"1759","Sebastes polyspinis","Reinhardtius stomias"
"1760","Sebastes polyspinis","Neocalanus cristatus"
"1761","Sebastes polyspinis","Mysida"
"1762","Sebastes polyspinis","Gammaridea"
"1763","Sebastes polyspinis","Hyperiidea"
"1764","Sebastes polyspinis","Thysanoessa inermis"
"1765","Sebastes polyspinis","Thysanoessa spinifera"
"1766","Sebastes polyspinis","Paguridae"
"1767","Sebastes ruberrimus","Lyopsetta exilis"
"1768","Sebastes ruberrimus","Clupea pallasii"
"1769","Sebastes ruberrimus","Thysanoessa spinifera"
"1770","Sebastes ruberrimus","Pandalidae"
"1771","Sebastes wilsoni","Neocalanus cristatus"
"1772","Sebastes wilsoni","Calanus"
"1773","Sebastes wilsoni","Euchaetidae"
"1774","Sebastes wilsoni","Hyperiidea"
"1775","Sebastes wilsoni","Euphausia"
"1776","Sebastes wilsoni","Thysanoessa spinifera"
"1777","Sebastes zacentrus","Thaliacea"
"1778","Sebastes zacentrus","Tarletonbeania crenularis"
"1779","Sebastes zacentrus","Neocalanus cristatus"
"1780","Sebastes zacentrus","Ostracoda"
"1781","Sebastes zacentrus","Calanus"
"1782","Sebastes zacentrus","Hyperiidea"
"1783","Sebastes zacentrus","Euphausia"
"1784","Sebastes zacentrus","Thysanoessa spinifera"
"1785","Sebastes zacentrus","Pandalidae"
"1786","Sebastes zacentrus","Paguridae"
"1787","Sebastolobus","Ophiuroidea"
"1788","Sebastolobus","Chaetognatha"
"1789","Sebastolobus","Appendicularia"
"1790","Sebastolobus","Mallotus villosus"
"1791","Sebastolobus","Theragra chalcogramma"
"1792","Sebastolobus","Sebastolobus"
"1793","Sebastolobus","Pleurogrammus monopterygius"
"1794","Sebastolobus","Triglops"
"1795","Sebastolobus","Aphroditidae"
"1796","Sebastolobus","Onuphidae"
"1797","Sebastolobus","Mysida"
"1798","Sebastolobus","Gammaridea"
"1799","Sebastolobus","Hyperiidea"
"1800","Sebastolobus","Caprellidae"
"1801","Sebastolobus","Euphausia"
"1802","Sebastolobus","Thysanoessa inermis"
"1803","Sebastolobus","Hippolytidae"
"1804","Sebastolobus","Pandalidae"
"1805","Sebastolobus","Crangonidae"
"1806","Sebastolobus","Paguridae"
"1807","Sebastolobus","Lithodes"
"1808","Sebastolobus","Majidae"
"1809","Sebastolobus","Oregonia"
"1810","Sebastolobus","Hyas"
"1811","Sebastolobus","Chionoecetes bairdi"
"1812","Sebastolobus","Erimacrus isenbeckii"
"1813","Sebastolobus","Pinnotheridae"
"1814","Sebastolobus","Pugettia"
"1815","Hexagrammos decagrammus","Psolus"
"1816","Hexagrammos decagrammus","Cucumaria"
"1817","Hexagrammos decagrammus","Aspidochirotacea"
"1818","Hexagrammos decagrammus","Appendicularia"
"1819","Hexagrammos decagrammus","Theragra chalcogramma"
"1820","Hexagrammos decagrammus","Ammodytes hexapterus"
"1821","Hexagrammos decagrammus","Hydrozoa"
"1822","Hexagrammos decagrammus","Clupea pallasii"
"1823","Hexagrammos decagrammus","Nucella lamellosa"
"1824","Hexagrammos decagrammus","Eupentacta"
"1825","Hexagrammos decagrammus","Mimulus"
"1826","Hexagrammos decagrammus","Pugettia"
"1827","Hexagrammos decagrammus","Scyra"
"1828","Hexagrammos lagocephalus","Ophiuroidea"
"1829","Hexagrammos lagocephalus","Gymnelus"
"1830","Hexagrammos lagocephalus","Hexagrammos lagocephalus"
"1831","Hexagrammos lagocephalus","Hemilepidotus hemilepidotus"
"1832","Hexagrammos lagocephalus","Pholis"
"1833","Hexagrammos lagocephalus","Ammodytes hexapterus"
"1834","Hexagrammos lagocephalus","Clupea pallasii"
"1835","Hexagrammos lagocephalus","Nemertea"
"1836","Hexagrammos lagocephalus","Phyllodocidae"
"1837","Hexagrammos lagocephalus","Flabelligeridae"
"1838","Hexagrammos lagocephalus","Trochidae"
"1839","Hexagrammos lagocephalus","Littorina"
"1840","Hexagrammos lagocephalus","Velutina"
"1841","Hexagrammos lagocephalus","Tonicella"
"1842","Hexagrammos lagocephalus","Modiolus"
"1843","Hexagrammos lagocephalus","Cumacea"
"1844","Hexagrammos lagocephalus","Sphaeromatidae"
"1845","Hexagrammos lagocephalus","Idoteidae"
"1846","Hexagrammos lagocephalus","Gammaridea"
"1847","Hexagrammos lagocephalus","Caprellidae"
"1848","Hexagrammos lagocephalus","Hippolytidae"
"1849","Hexagrammos lagocephalus","Pandalidae"
"1850","Hexagrammos lagocephalus","Crangonidae"
"1851","Hexagrammos lagocephalus","Paguridae"
"1852","Hexagrammos lagocephalus","Hyas"
"1853","Hexagrammos lagocephalus","Telmessus cheiragonus"
"1854","Hexagrammos lagocephalus","Detritus complex"
"1855","Hexagrammos lagocephalus","Phascolosomatidae"
"1856","Hexagrammos lagocephalus","Mopalia"
"1857","Hexagrammos lagocephalus","Cryptochiton stelleri"
"1858","Hexagrammos lagocephalus","Pugettia"
"1859","Hexagrammos lagocephalus","Scyra"
"1860","Ophiodon elongatus","Squalus acanthias"
"1861","Ophiodon elongatus","Alosa sapidissima"
"1862","Ophiodon elongatus","Gadus macrocephalus"
"1863","Ophiodon elongatus","Microgadus"
"1864","Ophiodon elongatus","Theragra chalcogramma"
"1865","Ophiodon elongatus","Merluccius productus"
"1866","Ophiodon elongatus","Ophiodon elongatus"
"1867","Ophiodon elongatus","Ammodytes hexapterus"
"1868","Ophiodon elongatus","Clupea pallasii"
"1869","Ophiodon elongatus","Enteroctopus dofleini"
"1870","Ophiodon elongatus","Pandalidae"
"1871","Ophiodon elongatus","Cancer"
"1872","Pleurogrammus monopterygius","Ophiuroidea"
"1873","Pleurogrammus monopterygius","Chaetognatha"
"1874","Pleurogrammus monopterygius","Thaliacea"
"1875","Pleurogrammus monopterygius","Appendicularia"
"1876","Pleurogrammus monopterygius","Thaleichthys pacificus"
"1877","Pleurogrammus monopterygius","Theragra chalcogramma"
"1878","Pleurogrammus monopterygius","Pleurogrammus monopterygius"
"1879","Pleurogrammus monopterygius","Ammodytes hexapterus"
"1880","Pleurogrammus monopterygius","Hippoglossus stenolepis"
"1881","Pleurogrammus monopterygius","Clausocalanidae"
"1882","Pleurogrammus monopterygius","Reinhardtius evermanni"
"1883","Pleurogrammus monopterygius","Aphroditidae"
"1884","Pleurogrammus monopterygius","Thysanoessa raschii"
"1885","Pleurogrammus monopterygius","Neocalanus cristatus"
"1886","Pleurogrammus monopterygius","Clione limacina"
"1887","Pleurogrammus monopterygius","Ostracoda"
"1888","Pleurogrammus monopterygius","Calanus"
"1889","Pleurogrammus monopterygius","Eucalanus"
"1890","Pleurogrammus monopterygius","Mysida"
"1891","Pleurogrammus monopterygius","Cumacea"
"1892","Pleurogrammus monopterygius","Gammaridea"
"1893","Pleurogrammus monopterygius","Hyperiidea"
"1894","Pleurogrammus monopterygius","Euphausia"
"1895","Pleurogrammus monopterygius","Thysanoessa inermis"
"1896","Pleurogrammus monopterygius","Thysanoessa longipes"
"1897","Pleurogrammus monopterygius","Thysanoessa spinifera"
"1898","Pleurogrammus monopterygius","Hippolytidae"
"1899","Pleurogrammus monopterygius","Pandalidae"
"1900","Pleurogrammus monopterygius","Paguridae"
"1901","Pleurogrammus monopterygius","Majidae"
"1902","Pleurogrammus monopterygius","Hyas"
"1903","Pleurogrammus monopterygius","Chionoecetes bairdi"
"1904","Pleurogrammus monopterygius","Erimacrus isenbeckii"
"1905","Anoplopoma fimbria","Echiura"
"1906","Anoplopoma fimbria","Ophiuroidea"
"1907","Anoplopoma fimbria","Chaetognatha"
"1908","Anoplopoma fimbria","Thaliacea"
"1909","Anoplopoma fimbria","Appendicularia"
"1910","Anoplopoma fimbria","Mallotus villosus"
"1911","Anoplopoma fimbria","Thaleichthys pacificus"
"1912","Anoplopoma fimbria","Stenobrachius leucopsarus"
"1913","Anoplopoma fimbria","Gadus macrocephalus"
"1914","Anoplopoma fimbria","Theragra chalcogramma"
"1915","Anoplopoma fimbria","Lycodes"
"1916","Anoplopoma fimbria","Trachipterus"
"1917","Anoplopoma fimbria","Sebastes alutus"
"1918","Anoplopoma fimbria","Sebastolobus"
"1919","Anoplopoma fimbria","Dasycottus setiger"
"1920","Anoplopoma fimbria","Hemitripterus"
"1921","Anoplopoma fimbria","Aspidophoroides"
"1922","Anoplopoma fimbria","Anarrhichthys ocellatus"
"1923","Anoplopoma fimbria","Ammodytes hexapterus"
"1924","Anoplopoma fimbria","Hippoglossoides elassodon"
"1925","Anoplopoma fimbria","Glyptocephalus zachirus"
"1926","Anoplopoma fimbria","Hydrozoa"
"1927","Anoplopoma fimbria","Octocorallia"
"1928","Anoplopoma fimbria","Clupea pallasii"
"1929","Anoplopoma fimbria","Clausocalanidae"
"1930","Anoplopoma fimbria","Reinhardtius stomias"
"1931","Anoplopoma fimbria","Aphroditidae"
"1932","Anoplopoma fimbria","Neocalanus cristatus"
"1933","Anoplopoma fimbria","Neocalanus plumchrus"
"1934","Anoplopoma fimbria","Limacina helicina"
"1935","Anoplopoma fimbria","Gonatopsis"
"1936","Anoplopoma fimbria","Berryteuthis magister"
"1937","Anoplopoma fimbria","Acartia"
"1938","Anoplopoma fimbria","Oithona"
"1939","Anoplopoma fimbria","Mysida"
"1940","Anoplopoma fimbria","Cumacea"
"1941","Anoplopoma fimbria","Gammaridea"
"1942","Anoplopoma fimbria","Hyperiidea"
"1943","Anoplopoma fimbria","Euphausia"
"1944","Anoplopoma fimbria","Thysanoessa inermis"
"1945","Anoplopoma fimbria","Thysanoessa longipes"
"1946","Anoplopoma fimbria","Thysanoessa spinifera"
"1947","Anoplopoma fimbria","Hippolytidae"
"1948","Anoplopoma fimbria","Pandalidae"
"1949","Anoplopoma fimbria","Crangonidae"
"1950","Anoplopoma fimbria","Paguridae"
"1951","Anoplopoma fimbria","Paralithodes"
"1952","Anoplopoma fimbria","Majidae"
"1953","Anoplopoma fimbria","Chionoecetes opilio"
"1954","Anoplopoma fimbria","Chionoecetes bairdi"
"1955","Anoplopoma fimbria","Cancer"
"1956","Anoplopoma fimbria","Pinnotheridae"
"1957","Anoplopoma fimbria","Detritus complex"
"1958","Icelus","Ophiuroidea"
"1959","Icelus","Chaetognatha"
"1960","Icelus","Appendicularia"
"1961","Icelus","Nemertea"
"1962","Icelus","Clausocalanidae"
"1963","Icelus","Polynoidae"
"1964","Icelus","Syllidae"
"1965","Icelus","Spionidae"
"1966","Icelus","Flabelligeridae"
"1967","Icelus","Maldanidae"
"1968","Icelus","Ampharetidae"
"1969","Icelus","Macoma"
"1970","Icelus","Ostracoda"
"1971","Icelus","Calanus"
"1972","Icelus","Aetideidae"
"1973","Icelus","Mysida"
"1974","Icelus","Cumacea"
"1975","Icelus","Gammaridea"
"1976","Icelus","Hyperiidea"
"1977","Icelus","Thysanoessa inermis"
"1978","Icelus","Crangonidae"
"1979","Icelus","Harpacticidae"
"1980","Artediellus","Echiura"
"1981","Artediellus","Ophiuroidea"
"1982","Artediellus","Foraminiferida"
"1983","Artediellus","Phyllodocidae"
"1984","Artediellus","Nephtyidae"
"1985","Artediellus","Maldanidae"
"1986","Artediellus","Arcoida"
"1987","Artediellus","Cumacea"
"1988","Artediellus","Gammaridea"
"1989","Artedius","Hydrozoa"
"1990","Artedius","Serpulidae"
"1991","Artedius","Mysida"
"1992","Artedius","Gammaridea"
"1993","Artedius","Hippolytidae"
"1994","Artedius","Pandalidae"
"1995","Artedius","Crangonidae"
"1996","Artedius","Paguridae"
"1997","Clinocottus","Ophiuroidea"
"1998","Clinocottus","Lottia digitalis"
"1999","Clinocottus","Nemertea"
"2000","Clinocottus","Ulvaceae"
"2001","Clinocottus","Nereididae"
"2002","Clinocottus","Sabellidae"
"2003","Clinocottus","Littorina"
"2004","Clinocottus","Mytilus"
"2005","Clinocottus","Pycnogonida"
"2006","Clinocottus","Ostracoda"
"2007","Clinocottus","Sphaeromatidae"
"2008","Clinocottus","Rocinela"
"2009","Clinocottus","Idoteidae"
"2010","Clinocottus","Gammaridea"
"2011","Clinocottus","Caprellidae"
"2012","Clinocottus","Hippolytidae"
"2013","Clinocottus","Paguridae"
"2014","Clinocottus","Detritus complex"
"2015","Clinocottus","Porphyra"
"2016","Clinocottus","Anthopleura"
"2017","Clinocottus","Epiactis"
"2018","Clinocottus","Harpacticidae"
"2019","Clinocottus","Limnoria"
"2020","Clinocottus","Pugettia"
"2021","Dasycottus setiger","Echiura"
"2022","Dasycottus setiger","Theragra chalcogramma"
"2023","Dasycottus setiger","Careproctus"
"2024","Dasycottus setiger","Ammodytes hexapterus"
"2025","Dasycottus setiger","Enteroctopus dofleini"
"2026","Dasycottus setiger","Mysida"
"2027","Dasycottus setiger","Gammaridea"
"2028","Dasycottus setiger","Hyperiidea"
"2029","Dasycottus setiger","Hippolytidae"
"2030","Dasycottus setiger","Pandalidae"
"2031","Dasycottus setiger","Crangonidae"
"2032","Dasycottus setiger","Chionoecetes opilio"
"2033","Enophrys bison","Ammodytes hexapterus"
"2034","Enophrys bison","Foraminiferida"
"2035","Enophrys bison","Hydrozoa"
"2036","Enophrys bison","Clupea pallasii"
"2037","Enophrys bison","Ulvaceae"
"2038","Enophrys bison","Phyllodocidae"
"2039","Enophrys bison","Nereididae"
"2040","Enophrys bison","Glyceridae"
"2041","Enophrys bison","Nucella lamellosa"
"2042","Enophrys bison","Mytilus"
"2043","Enophrys bison","Macoma"
"2044","Enophrys bison","Pycnogonida"
"2045","Enophrys bison","Idoteidae"
"2046","Enophrys bison","Gammaridea"
"2047","Enophrys bison","Caprellidae"
"2048","Enophrys bison","Crangonidae"
"2049","Enophrys bison","Cancer"
"2050","Enophrys bison","Detritus complex"
"2051","Enophrys bison","Porphyra"
"2052","Gymnocanthus geleatus","Liparis"
"2053","Gymnocanthus geleatus","Nereididae"
"2054","Gymnocanthus geleatus","Gammaridea"
"2055","Gymnocanthus geleatus","Crangonidae"
"2056","Gymnocanthus geleatus","Phascolosomatidae"
"2057","Gymnocanthus pistilliger","Echiura"
"2058","Gymnocanthus pistilliger","Mallotus villosus"
"2059","Gymnocanthus pistilliger","Lumpenus"
"2060","Gymnocanthus pistilliger","Ammodytes hexapterus"
"2061","Gymnocanthus pistilliger","Foraminiferida"
"2062","Gymnocanthus pistilliger","Phyllodocidae"
"2063","Gymnocanthus pistilliger","Goniadidae"
"2064","Gymnocanthus pistilliger","Opheliidae"
"2065","Gymnocanthus pistilliger","Pectinariidae"
"2066","Gymnocanthus pistilliger","Naticidae"
"2067","Gymnocanthus pistilliger","Clinocardium"
"2068","Gymnocanthus pistilliger","Ostracoda"
"2069","Gymnocanthus pistilliger","Cumacea"
"2070","Gymnocanthus pistilliger","Gammaridea"
"2071","Gymnocanthus pistilliger","Crangonidae"
"2072","Gymnocanthus pistilliger","Chionoecetes opilio"
"2073","Gymnocanthus tricuspis","Ophiuroidea"
"2074","Gymnocanthus tricuspis","Aplidium"
"2075","Gymnocanthus tricuspis","Molgulidae"
"2076","Gymnocanthus tricuspis","Appendicularia"
"2077","Gymnocanthus tricuspis","Nemertea"
"2078","Gymnocanthus tricuspis","Metridinidae"
"2079","Gymnocanthus tricuspis","Polynoidae"
"2080","Gymnocanthus tricuspis","Phyllodocidae"
"2081","Gymnocanthus tricuspis","Syllidae"
"2082","Gymnocanthus tricuspis","Nereididae"
"2083","Gymnocanthus tricuspis","Nephtyidae"
"2084","Gymnocanthus tricuspis","Lumbrineridae"
"2085","Gymnocanthus tricuspis","Orbiniidae"
"2086","Gymnocanthus tricuspis","Spionidae"
"2087","Gymnocanthus tricuspis","Flabelligeridae"
"2088","Gymnocanthus tricuspis","Ampharetidae"
"2089","Gymnocanthus tricuspis","Terebellidae"
"2090","Gymnocanthus tricuspis","Sabellidae"
"2091","Gymnocanthus tricuspis","Yoldia"
"2092","Gymnocanthus tricuspis","Musculus"
"2093","Gymnocanthus tricuspis","Macoma"
"2094","Gymnocanthus tricuspis","Hiatellidae"
"2095","Gymnocanthus tricuspis","Ostracoda"
"2096","Gymnocanthus tricuspis","Calanus"
"2097","Gymnocanthus tricuspis","Mysida"
"2098","Gymnocanthus tricuspis","Cumacea"
"2099","Gymnocanthus tricuspis","Gammaridea"
"2100","Gymnocanthus tricuspis","Caprellidae"
"2101","Gymnocanthus tricuspis","Harpacticidae"
"2102","Hemilepidotus hemilepidotus","Ophiuroidea"
"2103","Hemilepidotus hemilepidotus","Theragra chalcogramma"
"2104","Hemilepidotus hemilepidotus","Mytilus"
"2105","Hemilepidotus hemilepidotus","Sphaeromatidae"
"2106","Hemilepidotus hemilepidotus","Gammaridea"
"2107","Hemilepidotus hemilepidotus","Paguridae"
"2108","Hemilepidotus hemilepidotus","Hyas"
"2109","Hemilepidotus hemilepidotus","Chionoecetes opilio"
"2110","Hemilepidotus hemilepidotus","Chionoecetes bairdi"
"2111","Hemilepidotus hemilepidotus","Detritus complex"
"2112","Hemilepidotus hemilepidotus","Pugettia"
"2113","Hemilepidotus jordani","Echiura"
"2114","Hemilepidotus jordani","Ophiuroidea"
"2115","Hemilepidotus jordani","Boltenia"
"2116","Hemilepidotus jordani","Mallotus villosus"
"2117","Hemilepidotus jordani","Boreogadus saida"
"2118","Hemilepidotus jordani","Theragra chalcogramma"
"2119","Hemilepidotus jordani","Pleurogrammus monopterygius"
"2120","Hemilepidotus jordani","Hydrozoa"
"2121","Hemilepidotus jordani","Clupea pallasii"
"2122","Hemilepidotus jordani","Nereididae"
"2123","Hemilepidotus jordani","Nuculana"
"2124","Hemilepidotus jordani","Gammaridea"
"2125","Hemilepidotus jordani","Hyperiidea"
"2126","Hemilepidotus jordani","Pandalidae"
"2127","Hemilepidotus jordani","Crangonidae"
"2128","Hemilepidotus jordani","Paguridae"
"2129","Hemilepidotus jordani","Majidae"
"2130","Hemilepidotus jordani","Hyas"
"2131","Hemilepidotus jordani","Chionoecetes opilio"
"2132","Hemilepidotus jordani","Chionoecetes bairdi"
"2133","Hemilepidotus jordani","Erimacrus isenbeckii"
"2134","Hemilepidotus jordani","Pinnotheridae"
"2135","Hemilepidotus zapus","Echiura"
"2136","Hemilepidotus zapus","Ophiuroidea"
"2137","Hemilepidotus zapus","Pycnogonida"
"2138","Hemilepidotus zapus","Gammaridea"
"2139","Hemitripterus","Ophiuroidea"
"2140","Hemitripterus","Strongylocentrotus droebachiensis"
"2141","Hemitripterus","Theragra chalcogramma"
"2142","Hemitripterus","Lycodes"
"2143","Hemitripterus","Pleurogrammus monopterygius"
"2144","Hemitripterus","Myoxocephalus"
"2145","Hemitripterus","Triglops"
"2146","Hemitripterus","Liparis"
"2147","Hemitripterus","Lumpenus"
"2148","Hemitripterus","Pholis"
"2149","Hemitripterus","Hippoglossoides elassodon"
"2150","Hemitripterus","Limanda aspera"
"2151","Hemitripterus","Clupea pallasii"
"2152","Hemitripterus","Nemertea"
"2153","Hemitripterus","Reinhardtius stomias"
"2154","Hemitripterus","Arcoida"
"2155","Hemitripterus","Clinocardium"
"2156","Hemitripterus","Gammaridea"
"2157","Hemitripterus","Hyperiidea"
"2158","Hemitripterus","Euphausia"
"2159","Hemitripterus","Hippolytidae"
"2160","Hemitripterus","Pandalidae"
"2161","Hemitripterus","Crangonidae"
"2162","Hemitripterus","Paguridae"
"2163","Hemitripterus","Majidae"
"2164","Hemitripterus","Oregonia"
"2165","Hemitripterus","Hyas"
"2166","Hemitripterus","Chionoecetes opilio"
"2167","Hemitripterus","Erimacrus isenbeckii"
"2168","Hemitripterus","Cancer"
"2169","Leptocottus armatus","Gasterosteus aculeatus"
"2170","Leptocottus armatus","Leptocottus armatus"
"2171","Leptocottus armatus","Lumpenus"
"2172","Leptocottus armatus","Parophrys vetulus"
"2173","Leptocottus armatus","Phyllodocidae"
"2174","Leptocottus armatus","Nereididae"
"2175","Leptocottus armatus","Spionidae"
"2176","Leptocottus armatus","Capitellidae"
